Time;tryck;Ton
77.20;94.6;11.9
77.25;100.5;11.9
77.30;99.7;11.9
77.35;93.4;11.9
77.40;95.8;11.9
77.45;98.0;11.9
77.50;92.8;11.9
77.55;82.4;11.9
77.60;89.6;11.8
77.65;98.6;11.8
77.70;96.1;11.7
77.75;83.1;11.7
77.80;82.1;11.7
77.85;89.0;11.6
77.90;88.1;11.6
77.95;82.6;11.5
78.00;83.2;11.4
78.05;85.2;11.3
78.10;80.4;11.2
78.15;75.6;11.1
78.20;78.9;11.0
78.25;88.4;10.9
78.30;82.3;10.8
78.35;73.7;10.7
78.40;76.3;10.6
78.45;79.7;10.5
78.50;79.6;10.4
78.55;73.5;10.3
78.60;70.7;10.1
78.65;71.4;10.0
78.70;65.8;9.9
78.75;66.0;9.8
78.80;68.2;9.7
78.85;71.2;9.6
78.90;63.4;9.4
78.95;58.6;9.3
79.00;62.4;9.2
79.05;69.2;9.1
79.10;68.1;9.0
79.15;65.6;8.9
79.20;64.0;8.8
79.25;67.5;8.7
79.30;60.8;8.6
79.35;64.1;8.6
79.40;69.1;8.5
79.45;67.1;8.4
79.50;57.7;8.4
79.55;53.1;8.3
79.60;61.4;8.2
79.65;65.9;8.2
79.70;56.2;8.1
79.75;55.9;8.0
79.80;55.1;8.0
79.85;55.8;7.9
79.90;50.6;7.9
79.95;54.4;7.8
80.00;60.0;7.7
80.05;53.5;7.6
80.10;48.8;7.5
80.15;48.9;7.5
80.20;56.3;7.4
80.25;58.9;7.3
80.30;48.5;7.2
80.35;46.1;7.1
80.40;46.8;7.0
80.45;49.5;6.9
80.50;47.6;6.8
80.55;46.3;6.7
80.60;47.2;6.6
80.65;43.0;6.5
80.70;40.6;6.5
80.75;41.0;6.3
80.80;49.8;6.3
80.85;45.7;6.2
80.90;39.4;6.1
80.95;36.8;6.1
81.00;38.4;6.0
81.05;42.1;5.9
81.10;38.5;5.8
81.15;40.9;5.8
81.20;39.3;5.7
81.25;34.8;5.6
81.30;36.0;5.6
81.35;39.1;5.5
81.40;47.4;5.5
81.45;39.8;5.4
81.50;36.1;5.4
81.55;34.8;5.3
81.60;35.8;5.3
81.65;39.8;5.2
81.70;36.8;5.2
81.75;35.1;5.1
81.80;31.9;5.1
81.85;27.7;5.0
81.90;32.9;5.0
81.95;36.6;4.9
82.00;35.9;4.8
82.05;30.1;4.7
82.10;26.4;4.7
82.15;26.3;4.6
82.20;29.3;4.5
82.25;28.6;4.4
82.30;25.9;4.3
82.35;22.8;4.3
82.40;20.3;4.2
82.45;21.6;4.1
82.50;24.0;4.0
82.55;26.8;3.9
82.60;21.1;3.8
82.65;19.6;3.7
82.70;19.5;3.7
82.75;19.0;3.6
82.80;23.8;3.5
82.85;20.8;3.4
82.90;17.9;3.3
82.95;15.5;3.2
83.00;16.4;3.2
83.05;18.4;3.1
83.10;22.4;3.0
83.15;18.0;3.0
83.20;16.8;2.9
83.25;12.6;2.9
83.30;14.7;2.8
83.35;18.4;2.8
83.40;18.3;2.7
83.45;19.0;2.7
83.50;13.0;2.6
83.55;13.1;2.6
83.60;13.9;2.6
83.65;19.1;2.5
83.70;18.7;2.5
83.75;13.8;2.5
83.80;11.4;2.4
83.85;11.6;2.4
83.90;13.5;2.4
83.95;16.7;2.3
84.00;16.4;2.3
84.05;12.5;2.3
84.10;13.0;2.3
84.15;10.7;2.2
84.20;16.8;2.2
84.25;15.9;2.2
84.30;12.7;2.2
84.35;9.5;2.2
84.40;10.3;2.1
84.45;13.3;2.1
84.50;16.3;2.1
84.55;15.9;2.1
84.60;12.8;2.1
84.65;8.9;2.1
84.70;8.6;2.1
84.75;13.9;2.1
84.80;14.6;2.0
84.85;17.5;2.0
84.90;10.3;2.0
84.95;10.5;2.0
85.00;11.0;2.0
85.05;15.2;2.0
85.10;18.3;2.0
85.15;11.9;2.0
85.20;9.4;2.0
85.25;8.5;2.0
85.30;11.8;2.0
85.35;16.2;2.0
85.40;15.9;2.0
85.45;12.6;2.0
85.50;12.5;2.0
85.55;10.2;2.0
85.60;14.9;2.0
85.65;15.7;1.9
85.70;13.4;2.0
85.75;10.3;2.0
85.80;9.9;1.9
85.85;11.6;1.9
85.90;15.8;1.9
85.95;15.2;1.9
86.00;12.5;1.9
86.05;10.0;1.9
86.10;7.7;1.9
86.15;13.9;1.9
86.20;14.3;1.9
86.25;19.1;1.9
86.30;13.1;1.9
86.35;11.5;1.9
86.40;10.2;1.9
86.45;14.0;1.9
86.50;17.0;1.9
86.55;14.0;1.9
86.60;10.7;1.9
86.65;8.4;1.9
86.70;11.3;1.9
86.75;16.0;1.8
86.80;16.0;1.6
86.85;12.6;1.5
86.90;12.2;1.4
86.95;9.9;1.3
87.00;14.0;1.2
87.05;15.4;1.1
87.10;12.7;1.0
87.15;11.6;1.0
87.20;9.2;0.9
87.25;11.4;0.9
87.30;15.7;0.8
87.35;16.5;0.8
87.40;13.3;0.7
87.45;10.9;0.6
87.50;8.6;0.6
87.55;14.0;0.5
87.60;13.8;0.5
87.65;18.0;0.4
87.70;11.7;0.4
87.75;10.6;0.3
87.80;11.0;0.3
87.85;13.9;0.2
87.90;17.3;0.2
87.95;13.5;0.2
88.00;11.1;0.2
88.05;9.1;0.1
88.10;10.5;0.1
88.15;15.6;0.1
88.20;15.8;0.1
88.25;13.3;0.0
88.30;12.2;0.0
88.35;10.5;0.0
88.40;13.8;0.0
88.45;15.6;0.0
88.50;12.8;0.0
88.55;11.4;0.0
88.60;9.1;0.0
88.65;12.2;0.0
88.70;13.6;0.0
88.75;17.0;0.0
88.80;12.7;0.0
88.85;10.1;0.0
88.90;8.2;0.0
88.95;13.4;0.0
89.00;13.8;0.0
89.05;15.6;0.0
89.10;10.8;0.0
89.15;10.3;0.0
89.20;11.5;0.0
89.25;13.4;0.0
89.30;17.9;0.0
89.35;13.3;0.0
89.40;10.6;0.0
89.45;8.6;0.0
89.50;10.5;0.0
89.55;15.4;0.0
89.60;15.4;0.0
89.65;13.2;0.0
89.70;10.5;0.0
89.75;11.6;0.0
89.80;14.0;0.0
89.85;17.0;0.0
89.90;13.3;0.0
89.95;11.4;0.0
90.00;8.5;0.0
90.05;12.7;0.0
90.10;14.2;0.0
90.15;17.3;0.0
90.20;12.8;0.0
90.25;10.9;0.0
90.30;10.0;0.0
90.35;15.5;0.0
90.40;15.0;0.0
90.45;15.4;0.0
90.50;11.4;0.0
90.55;8.2;0.0
90.60;12.4;0.0
90.65;13.6;0.0
90.70;20.0;0.0
90.75;13.3;0.0
90.80;11.4;0.0
90.85;9.2;0.0
90.90;11.5;0.0
90.95;16.5;0.0
91.00;14.9;0.0
91.05;11.5;0.0
91.10;9.0;0.0
91.15;11.6;0.0
91.20;16.0;0.0
91.25;16.6;0.0
91.30;13.2;0.0
91.35;12.5;0.0
91.40;8.2;0.0
91.45;13.8;0.0
91.50;14.9;0.0
91.55;15.1;0.0
91.60;11.9;0.0
91.65;10.1;0.0
91.70;11.6;0.0
91.75;17.0;0.0
91.80;14.7;0.0
91.85;12.4;0.0
91.90;10.7;0.0
91.95;8.2;0.0
92.00;13.2;0.0
92.05;14.0;0.0
92.10;18.8;0.0
92.15;11.8;0.0
92.20;10.8;0.0
92.25;9.5;0.0
92.30;14.1;0.0
92.35;17.0;0.0
92.40;12.5;0.0
92.45;10.5;0.0
92.50;8.6;0.0
92.55;11.9;0.0
92.60;16.7;0.0
92.65;16.3;0.0
92.70;12.8;0.0
92.75;12.3;0.0
92.80;9.8;0.0
92.85;15.1;0.0
92.90;15.6;0.0
92.95;13.3;0.0
93.00;10.6;0.0
93.05;10.0;0.0
93.10;11.9;0.0
93.15;17.2;0.0
93.20;15.8;0.0
93.25;12.7;0.0
93.30;10.1;0.0
93.35;9.1;0.0
93.40;15.0;0.0
93.45;13.9;0.0
93.50;17.4;0.0
93.55;11.7;0.0
93.60;11.0;0.0
93.65;11.5;0.0
93.70;16.7;0.0
93.75;17.6;0.0
93.80;12.5;0.0
93.85;9.7;0.0
93.90;9.9;0.0
93.95;12.5;0.0
94.00;15.9;0.0
94.05;15.9;0.0
94.10;12.3;0.0
94.15;11.6;0.0
94.20;11.9;0.0
94.25;17.0;0.0
94.30;15.7;0.0
94.35;12.7;0.0
94.40;9.7;0.0
94.45;9.7;0.0
94.50;14.2;0.0
94.55;14.9;0.0
94.60;14.8;0.0
94.65;11.8;0.0
94.70;10.3;0.0
94.75;12.1;0.0
94.80;16.0;0.0
94.85;13.4;0.0
94.90;14.7;0.0
94.95;8.2;0.0
95.00;10.1;0.0
95.05;13.2;0.0
95.10;17.9;0.0
95.15;17.4;0.0
95.20;10.8;0.0
95.25;9.0;0.0
95.30;11.3;0.0
95.35;13.9;0.0
95.40;14.8;0.0
95.45;12.6;0.0
95.50;10.0;0.0
95.55;10.8;0.0
95.60;12.7;0.0
95.65;17.1;0.0
95.70;13.8;0.0
95.75;12.2;0.0
95.80;9.9;0.0
95.85;10.3;0.0
95.90;15.2;0.0
95.95;14.9;0.0
96.00;12.2;0.0
96.05;10.6;0.0
96.10;11.3;0.0
96.15;13.3;0.0
96.20;17.4;0.0
96.25;13.0;0.0
96.30;12.4;0.0
96.35;7.6;0.0
96.40;11.7;0.0
96.45;14.1;0.0
96.50;17.0;0.0
96.55;13.5;0.0
96.60;9.9;0.0
96.65;11.5;0.0
96.70;14.4;0.0
96.75;16.6;0.0
96.80;14.0;0.0
96.85;10.9;0.0
96.90;9.3;0.0
96.95;12.4;0.0
97.00;14.4;0.0
97.05;16.4;0.0
97.10;12.1;0.0
97.15;11.1;0.0
97.20;13.5;0.0
97.25;15.1;0.0
97.30;16.7;0.0
97.35;14.0;0.0
97.40;9.8;0.0
97.45;10.6;0.0
97.50;13.3;0.0
97.55;17.1;0.0
97.60;15.9;0.0
97.65;11.5;0.0
97.70;12.6;0.0
97.75;8.4;0.0
97.80;16.0;0.0
97.85;15.5;0.0
97.90;14.0;0.0
97.95;9.5;0.0
98.00;8.2;0.0
