Time,setpoint,temperature,
2024-12-29T21:50:26.912976,335.926,199.438,335.841,199.438,
2024-12-29T21:50:29.061917,335.926,199.438,335.926,200.198,
2024-12-29T21:50:30.258969,335.926,200.578,335.926,199.134,
2024-12-29T21:50:32.048293,335.841,199.362,335.841,200.122,
2024-12-29T21:50:33.072983,335.926,199.286,335.926,200.198,
2024-12-29T21:50:34.159133,335.926,199.438,335.926,200.122,
2024-12-29T21:50:35.196959,335.926,199.97,335.926,199.59,
2024-12-29T21:50:36.910447,335.926,199.362,335.841,199.742,
2024-12-29T21:50:37.931487,335.841,200.578,335.926,199.21,
2024-12-29T21:50:38.969950,335.926,199.362,335.926,200.73,
2024-12-29T21:50:39.991774,335.841,199.134,335.926,200.502,
2024-12-29T21:50:41.993838,335.841,199.134,335.926,198.982,
2024-12-29T21:50:43.062291,335.926,199.286,335.841,199.97,
2024-12-29T21:50:44.123326,335.841,199.362,335.926,199.894,
2024-12-29T21:50:45.177134,335.926,198.906,335.926,199.742,
2024-12-29T21:50:46.944274,335.841,199.362,335.926,204.224,
2024-12-29T21:50:48.077574,335.841,199.362,335.841,199.362,
2024-12-29T21:50:49.190533,335.841,199.286,335.926,199.134,
2024-12-29T21:50:50.253340,334.899,199.438,328.904,205.212,
2024-12-29T21:50:52.284020,150,197.919,150,197.159,
2024-12-29T21:50:53.402714,150,195.867,150,195.716,
2024-12-29T21:50:54.553888,150.086,194.728,150,197.311,
2024-12-29T21:50:55.604349,150,193.436,150,193.512,
2024-12-29T21:50:57.632191,150,191.537,150,192.145,
2024-12-29T21:50:58.715893,150,190.473,150,191.233,
2024-12-29T21:50:59.780427,150,189.638,150,190.322,
2024-12-29T21:51:00.887703,150,188.498,150,189.258,
2024-12-29T21:51:02.598227,150,187.131,150,186.751,
2024-12-29T21:51:03.731775,150.086,186.143,150,185.839,
2024-12-29T21:51:04.797935,150,185.231,150,185.004,
2024-12-29T21:51:05.868993,150,184.244,150,184.396,
2024-12-29T21:51:07.874590,150,182.648,150,182.572,
2024-12-29T21:51:08.939943,150.086,181.889,150,181.585,
2024-12-29T21:51:10.006032,150.086,181.281,150,180.749,
2024-12-29T21:51:11.097748,150,180.217,150,179.989,
2024-12-29T21:51:13.084338,150.086,178.926,150,178.47,
2024-12-29T21:51:14.173170,150,177.938,150,177.558,
2024-12-29T21:51:15.290914,150,177.102,150,176.647,
2024-12-29T21:51:16.323356,150,176.267,150,177.558,
2024-12-29T21:51:18.091190,150,175.431,150,175.355,
2024-12-29T21:51:19.192087,150,174.519,150,174.823,
2024-12-29T21:51:20.371841,150,174.064,150.086,174.367,
2024-12-29T21:51:21.482655,150,173.38,150.086,173.912,
2024-12-29T21:51:23.511451,150,172.392,150.086,171.708,
2024-12-29T21:51:24.571312,150,171.253,150.086,171.253,
2024-12-29T21:51:25.666371,150,170.569,150.086,170.493,
2024-12-29T21:51:26.811843,150.086,170.493,150,169.809,
2024-12-29T21:51:28.552345,150,170.721,150,168.822,
2024-12-29T21:51:29.653627,150,169.809,150,168.366,
2024-12-29T21:51:30.762040,150.086,169.277,150.086,167.378,
2024-12-29T21:51:31.812889,150,168.898,150,166.618,
2024-12-29T21:51:33.824577,150,166.011,150.086,165.175,
2024-12-29T21:51:34.903295,150,165.175,150,165.175,
2024-12-29T21:51:35.977504,150,165.175,150,164.643,
2024-12-29T21:51:37.055117,150,164.795,150,164.263,
2024-12-29T21:51:39.080497,150,163.124,150,163.731,
2024-12-29T21:51:40.140063,150,162.516,150,162.744,
2024-12-29T21:51:41.162115,150.086,162.592,150,162.136,
2024-12-29T21:51:42.258494,150,162.06,150,161.376,
2024-12-29T21:51:44.003196,150.086,160.769,150,160.845,
2024-12-29T21:51:45.110469,150,160.313,150.086,160.465,
2024-12-29T21:51:46.192036,150,163.352,150,160.161,
2024-12-29T21:51:47.253019,150,163.428,150.086,159.097,
2024-12-29T21:51:49.310013,150,158.413,150.086,162.212,
2024-12-29T21:51:50.433128,150,157.882,150,161.832,
2024-12-29T21:51:51.475081,150,157.274,150.086,157.198,
2024-12-29T21:51:52.518842,150.086,156.742,150,157.046,
2024-12-29T21:51:54.539840,150,155.982,150,156.97,
2024-12-29T21:51:55.582764,150.086,155.83,150,156.666,
2024-12-29T21:51:56.605707,150,155.375,150.086,155.451,
2024-12-29T21:51:57.673207,150,155.527,150,154.995,
2024-12-29T21:51:59.470540,150,154.539,150,154.159,
2024-12-29T21:52:00.580908,150.171,154.083,150,154.007,
2024-12-29T21:52:01.622063,150,153.551,150.086,154.007,
2024-12-29T21:52:02.740451,150.086,153.323,150.086,153.475,
2024-12-29T21:52:04.743850,150,152.792,150,152.336,
2024-12-29T21:52:05.794112,150,152.26,150,152.108,
2024-12-29T21:52:06.895513,150.171,151.88,150,151.652,
2024-12-29T21:52:07.931520,150,151.424,150,151.5,
2024-12-29T21:52:09.733816,150.086,151.424,150.086,150.892,
2024-12-29T21:52:10.817857,150,150.968,150.086,150.436,
2024-12-29T21:52:11.898338,150,150.057,150,150.057,
2024-12-29T21:52:12.996947,150.086,150.133,150.086,149.677,
2024-12-29T21:52:15.044973,150,148.993,150,149.601,
2024-12-29T21:52:16.163878,150.086,148.841,150.086,148.841,
2024-12-29T21:52:17.221883,150,148.537,150.086,148.613,
